Date;Day;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG;npxG;xA;SCA;GCA;Cmp;Att;Cmp%;Prog;Carries;Prog;Succ;Att;Rating;MOTM
16/01/2022;Sun;Matchweek 22;Home;W 3–0;Liverpool;Brentford;Y;FW;77;0;1;0;0;2;1;0;0;54;18;0;1;1;0,1;0,1;1,1;4;1;40;44;90,9;3;33;4;1;3;7,7;
28/12/2021;Tue;Matchweek 20;Away;L 0–1;Liverpool;Leicester City;N;AM;21;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0,1;0;0;8;10;80;0;6;1;1;1;6;
19/12/2021;Sun;Matchweek 18;Away;D 2–2;Liverpool;Tottenham;N;AM,LM,FW;31;0;0;0;0;0;0;0;0;15;4;1;0;1;0;0;0;0;0;8;11;72,7;1;11;3;0;1;5,9;
16/12/2021;Thu;Matchweek 17;Home;W 3–1;Liverpool;Newcastle Utd;N;FW;17;0;1;0;0;1;0;0;0;20;2;1;0;0;0,1;0,1;0;2;1;11;13;84,6;0;14;3;0;0;6,8;
30/10/2021;Sat;Matchweek 10;Home;D 2–2;Liverpool;Brighton;Y;FW;77;0;0;0;0;4;0;0;0;48;22;4;0;1;0,5;0,5;0;1;0;29;36;80,6;2;29;5;0;0;6,3;
24/10/2021;Sun;Matchweek 9;Away;W 5–0;Liverpool;Manchester Utd;Y;FW;76;0;0;0;0;3;1;0;0;46;19;1;1;2;0,6;0,6;0,1;4;2;27;35;77,1;4;26;3;2;3;7,4;
16/10/2021;Sat;Matchweek 8;Away;W 5–0;Liverpool;Watford;Y;FW;90;3;1;0;0;3;3;0;0;63;18;0;0;2;2,1;2,1;0,5;4;0;39;50;78;4;51;11;1;5;9,8;
03/10/2021;Sun;Matchweek 7;Home;D 2–2;Liverpool;Manchester City;N;FW;23;0;0;0;0;0;0;0;0;14;6;1;0;0;0;0;0;0;0;7;10;70;0;7;0;0;0;6,1;
25/09/2021;Sat;Matchweek 6;Away;D 3–3;Liverpool;Brentford;N;FW;23;0;0;0;0;0;0;0;0;12;7;0;0;0;0;0;0;0;0;5;8;62,5;0;9;1;0;1;5,7;
28/08/2021;Sat;Matchweek 3;Home;D 1–1;Liverpool;Chelsea;Y;FW;42;0;0;0;0;0;0;0;0;24;8;1;0;0;0;0;0;1;0;17;19;89,5;2;18;0;2;2;6,5;
21/08/2021;Sat;Matchweek 2;Home;W 2–0;Liverpool;Burnley;N;FW;10;0;0;0;0;1;1;0;0;10;3;1;0;0;0,1;0,1;0;2;0;5;7;71,4;1;7;0;0;1;0;
